agri_risk_score,claims_history_index,yield_stability,weather_volatility,market_stability,soil_quality,insurance_risk_score
46.5,0.49,0.38,0.62,0.65,0.9,51.3
46.6,0.45,0.58,0.47,0.73,0.69,44.8
58.3,0.7,0.51,0.7,0.91,0.55,57.7
43.9,0.6,0.61,0.47,0.39,0.84,42.3
34.2,0.13,0.59,0.51,0.71,0.8,34.5
41.7,0.27,0.66,0.43,0.73,0.86,32.3
27.5,0.33,0.8,0.38,0.91,0.8,26.9
19.5,0.36,0.99,0.3,0.77,0.91,22.7
26.7,0.13,0.8,0.25,0.73,0.85,21.9
15.5,0.2,0.56,0.34,0.94,1.0,23.1
31.7,0.14,0.8,0.24,0.26,0.79,27.9
41.7,0.23,0.52,0.4,0.55,0.71,35.7
8.8,0.29,0.88,0.32,0.74,0.91,18.3
32.9,0.37,0.5,0.38,0.8,0.88,38.4
17.5,0.02,0.85,0.15,0.9,0.87,10.0
43.2,0.41,0.86,0.36,0.62,0.77,46.9
32.5,0.25,0.84,0.26,0.95,0.78,26.4
33.7,0.29,0.49,0.32,0.92,0.78,27.4
6.0,0.03,0.91,0.09,0.28,1.0,12.5
21.0,0.23,0.94,0.36,0.32,1.0,26.3
29.7,0.34,0.68,0.41,0.54,0.98,29.1
39.8,0.33,0.29,0.32,0.48,0.87,35.7
27.2,0.2,0.65,0.32,0.6,0.89,34.2
32.9,0.37,0.88,0.32,0.75,0.75,31.7
4.9,0.0,1.0,0.14,0.7,0.92,4.8
26.5,0.2,0.71,0.36,0.34,0.83,17.2
59.9,0.61,0.36,0.69,0.5,0.92,59.3
36.2,0.36,0.29,0.52,0.74,0.74,35.4
19.0,0.15,0.8,0.26,0.69,0.93,14.8
33.0,0.44,0.58,0.35,0.58,0.64,38.9
23.3,0.28,0.48,0.32,0.84,0.94,21.0
37.3,0.57,0.48,0.4,0.8,0.8,35.8
42.9,0.4,0.37,0.32,0.67,0.62,42.4
37.2,0.44,0.64,0.43,0.77,0.91,41.5
35.2,0.5,0.88,0.42,0.39,0.86,34.9
21.5,0.13,0.76,0.29,0.82,0.75,29.0
16.9,0.13,0.87,0.24,0.93,0.91,7.6
35.7,0.48,1.0,0.53,0.82,0.86,29.8
12.4,0.19,0.59,0.27,0.82,0.94,9.4
25.4,0.25,0.77,0.42,0.7,0.96,23.0
45.3,0.31,0.72,0.6,0.5,0.81,35.5
67.0,0.54,0.38,0.71,0.88,0.79,49.8
49.1,0.45,0.27,0.63,0.55,0.59,49.3
48.5,0.4,0.8,0.57,0.93,0.93,36.3
6.2,0.0,1.0,0.09,0.79,0.96,2.3
35.2,0.17,0.69,0.31,0.93,1.0,28.6
39.1,0.26,0.4,0.33,0.45,0.63,35.9
18.7,0.1,1.0,0.23,0.73,0.9,21.8
26.6,0.28,0.82,0.29,0.47,1.0,29.6
36.2,0.33,0.7,0.5,0.53,0.77,34.6
16.2,0.17,0.93,0.22,0.86,0.67,10.5
51.0,0.51,0.63,0.58,0.95,0.75,43.8
42.6,0.26,0.59,0.57,0.7,0.83,46.1
26.6,0.37,0.72,0.22,0.92,0.93,33.4
51.2,0.59,0.15,0.36,0.88,0.78,41.2
8.7,0.09,0.8,0.33,0.67,0.95,19.8
17.8,0.13,1.0,0.2,0.61,0.97,11.2
35.9,0.49,0.52,0.3,0.48,0.59,37.0
52.4,0.42,0.43,0.46,0.58,0.84,53.3
32.3,0.42,0.5,0.28,0.65,0.89,31.4
39.1,0.3,0.69,0.51,0.91,0.75,32.5
9.0,0.22,0.87,0.25,0.89,0.85,16.6
39.1,0.44,0.57,0.32,0.77,0.91,34.8
50.4,0.59,0.38,0.53,0.75,0.7,51.5
56.7,0.59,0.5,0.46,0.76,0.98,45.7
16.6,0.21,1.0,0.18,0.51,0.84,24.3
20.0,0.2,0.55,0.32,0.59,0.96,22.4
27.1,0.17,0.68,0.39,0.94,0.99,33.3
53.2,0.64,0.44,0.48,0.9,0.5,50.8
3.8,0.01,0.85,0.26,0.74,0.92,10.3
9.3,0.1,1.0,0.32,0.43,0.95,16.3
16.3,0.0,1.0,0.39,0.86,1.0,18.9
28.2,0.26,0.75,0.38,0.61,0.84,25.7
26.0,0.3,0.64,0.25,0.7,0.91,25.0
19.2,0.36,0.98,0.36,0.55,0.95,30.3
10.3,0.1,0.85,0.1,0.49,0.8,12.4
36.5,0.33,0.78,0.31,0.81,0.83,31.9
26.7,0.2,1.0,0.44,0.75,0.83,25.2
27.2,0.21,0.73,0.46,0.71,0.79,26.5
53.7,0.72,0.49,0.4,0.42,0.82,51.5
25.7,0.15,0.64,0.27,0.65,1.0,32.9
28.0,0.24,0.87,0.39,0.87,0.74,29.4
32.6,0.47,0.71,0.51,0.77,1.0,41.8
34.7,0.46,0.46,0.41,0.86,0.92,29.2
17.5,0.41,0.72,0.37,0.54,0.9,32.4
65.3,0.76,0.64,0.73,0.96,0.96,61.3
10.7,0.13,0.86,0.23,0.95,0.94,14.6
46.0,0.52,0.38,0.54,0.92,0.74,38.5
40.9,0.31,0.62,0.48,0.65,0.92,48.5
24.1,0.23,0.68,0.37,0.62,0.92,32.1
26.5,0.17,0.71,0.34,0.95,0.83,33.9
8.0,0.22,1.0,0.24,0.4,1.0,9.6
46.8,0.32,0.58,0.49,0.63,0.72,47.4
29.9,0.27,0.71,0.4,0.55,0.87,30.0
38.5,0.28,0.52,0.42,0.75,0.7,34.0
56.7,0.67,0.17,0.46,0.82,0.67,53.6
10.2,0.12,1.0,0.28,0.81,1.0,15.5
22.0,0.22,1.0,0.27,0.62,0.84,17.0
42.8,0.31,0.58,0.34,0.72,0.84,30.9
21.7,0.36,0.91,0.41,0.86,0.83,20.9
27.6,0.18,0.72,0.25,0.85,0.99,21.6
36.7,0.33,0.52,0.42,0.68,0.85,35.6
14.8,0.15,0.86,0.32,0.54,0.78,20.0
45.7,0.51,0.56,0.51,0.8,0.76,45.7
35.4,0.33,0.87,0.3,0.48,0.8,39.2
43.5,0.58,0.58,0.36,0.95,0.75,44.6
26.9,0.27,0.99,0.23,0.93,0.91,25.6
23.2,0.4,0.74,0.18,0.55,0.76,26.7
48.5,0.39,0.43,0.42,0.47,0.68,44.9
5.7,0.11,1.0,0.2,0.68,1.0,11.3
22.2,0.15,0.99,0.21,0.85,1.0,13.9
13.6,0.12,0.88,0.39,0.85,0.92,19.8
30.9,0.18,0.74,0.43,0.24,0.84,34.1
20.5,0.34,0.84,0.32,0.84,0.82,23.4
36.4,0.5,0.67,0.46,0.69,0.89,42.1
19.3,0.32,0.75,0.27,0.85,1.0,26.6
30.1,0.4,1.0,0.35,0.44,0.85,24.0
14.1,0.42,0.8,0.37,0.94,0.84,17.3
30.0,0.32,0.78,0.43,0.91,0.82,33.7
6.3,0.23,0.97,0.22,0.93,0.83,15.3
48.2,0.48,0.14,0.62,0.64,0.9,57.4
36.7,0.43,0.65,0.46,0.28,0.71,44.9
52.3,0.6,0.44,0.49,0.81,0.77,56.8
25.7,0.08,0.66,0.19,0.86,0.89,23.8
57.9,0.57,0.27,0.52,0.75,0.56,58.6
50.7,0.49,0.76,0.63,0.77,0.81,48.2
36.8,0.37,0.47,0.27,0.85,1.0,38.1
39.7,0.33,0.57,0.33,0.62,0.82,33.1
6.2,0.08,0.86,0.29,0.91,0.94,13.8
27.8,0.31,0.56,0.3,0.86,0.74,29.0
33.3,0.23,0.78,0.29,0.79,0.94,27.9
7.4,0.08,0.99,0.3,0.63,0.83,9.6
28.1,0.26,0.64,0.36,0.5,0.9,34.1
32.0,0.44,0.54,0.39,0.87,0.79,35.8
14.0,0.2,0.94,0.19,0.82,0.95,13.4
32.4,0.25,0.74,0.43,0.88,0.94,29.5
26.2,0.36,0.72,0.44,0.92,0.84,36.3
33.8,0.33,0.88,0.46,0.6,0.89,37.3
30.5,0.31,0.93,0.4,0.43,0.73,35.1
18.1,0.09,0.74,0.23,0.74,0.76,13.2
24.8,0.27,1.0,0.43,0.56,0.72,21.7
35.3,0.45,0.61,0.42,0.84,0.82,33.1
15.2,0.13,0.81,0.37,0.58,1.0,12.8
39.0,0.55,0.72,0.35,0.91,0.68,36.1
16.4,0.25,0.89,0.31,0.72,0.63,24.3
37.4,0.29,0.63,0.54,0.79,0.73,29.3
45.7,0.48,0.26,0.43,0.94,0.61,43.1
13.2,0.0,0.63,0.38,0.63,0.84,17.0
29.1,0.19,0.52,0.32,0.46,0.75,19.7
38.2,0.21,0.62,0.4,0.43,0.74,29.4
38.0,0.22,0.54,0.51,0.62,0.91,25.1
27.8,0.25,0.66,0.27,0.72,0.64,31.8
7.9,0.06,0.88,0.27,0.65,0.97,11.3
41.6,0.44,0.73,0.38,0.76,0.81,34.4
33.5,0.25,0.78,0.41,0.97,0.83,30.0
32.0,0.4,0.62,0.46,0.89,0.85,39.9
33.1,0.31,0.62,0.24,0.84,0.75,38.1
49.9,0.53,0.37,0.38,0.56,0.64,42.9
31.3,0.0,0.64,0.5,0.68,0.85,29.7
33.3,0.33,0.86,0.48,0.73,0.88,38.7
17.5,0.25,0.96,0.39,0.67,0.96,30.5
39.3,0.16,0.66,0.41,0.76,0.85,30.7
9.0,0.09,0.75,0.28,0.48,0.93,15.4
38.2,0.3,0.61,0.57,0.72,0.84,32.4
19.8,0.35,0.74,0.27,0.85,1.0,22.1
36.9,0.24,0.61,0.51,0.75,0.86,37.5
9.3,0.31,1.0,0.09,0.67,1.0,9.0
2.0,0.15,1.0,0.18,0.76,0.99,4.4
41.2,0.42,0.95,0.39,0.64,0.87,35.7
20.8,0.06,0.66,0.3,0.44,0.9,22.1
46.7,0.42,0.72,0.36,0.79,0.67,33.8
36.5,0.43,0.61,0.37,0.92,0.93,40.7
41.1,0.42,0.48,0.31,0.71,0.89,29.8
32.5,0.21,1.0,0.36,0.8,0.85,21.1
37.3,0.48,0.89,0.39,0.74,0.8,30.8
24.8,0.24,0.71,0.27,0.72,1.0,18.7
15.0,0.18,0.74,0.39,0.63,0.89,31.5
10.4,0.2,0.63,0.1,0.94,0.93,23.7
15.1,0.24,1.0,0.35,0.85,0.9,14.9
36.8,0.48,0.32,0.36,0.85,0.69,41.6
55.3,0.62,0.42,0.45,0.74,0.64,51.6
15.1,0.08,0.71,0.19,0.82,0.98,18.2
34.8,0.34,0.86,0.51,0.79,0.71,40.2
21.3,0.35,1.0,0.4,0.77,1.0,19.6
26.5,0.13,0.48,0.19,0.3,0.84,26.9
19.1,0.08,0.82,0.18,0.57,1.0,31.5
18.3,0.24,0.86,0.33,0.9,0.75,15.0
39.8,0.39,0.56,0.37,0.89,0.67,34.7
5.6,0.0,0.85,0.31,0.69,0.82,6.2
28.3,0.35,0.95,0.43,0.81,0.94,37.3
10.3,0.15,0.82,0.33,0.66,0.78,15.1
30.9,0.57,0.99,0.27,0.69,1.0,36.8
38.8,0.41,0.51,0.32,0.64,0.95,30.2
40.2,0.61,0.71,0.56,0.5,0.79,44.6
14.7,0.25,0.98,0.22,0.93,0.95,18.2
8.0,0.0,0.82,0.18,0.32,0.87,3.5
1.7,0.02,0.72,0.22,0.73,1.0,3.8
7.6,0.07,0.79,0.17,0.97,1.0,2.4
60.1,0.59,0.22,0.68,0.66,0.66,58.0
44.8,0.36,0.68,0.6,0.69,0.97,45.0
36.3,0.44,0.58,0.35,0.53,0.69,38.2
3.9,0.0,1.0,0.09,0.7,1.0,0.0
25.3,0.37,0.83,0.2,0.82,0.87,16.3
14.3,0.25,0.83,0.16,0.86,1.0,22.9
16.2,0.14,0.85,0.15,0.73,0.95,18.9
32.6,0.27,0.48,0.24,0.78,0.81,28.2
52.9,0.47,0.44,0.38,0.51,0.69,52.9
54.3,0.55,0.48,0.53,0.92,0.7,51.0
67.4,0.71,0.27,0.68,0.54,0.68,60.5
20.0,0.16,0.72,0.44,0.55,0.92,34.2
18.2,0.14,0.97,0.17,0.72,1.0,5.8
33.6,0.36,0.52,0.44,0.88,0.87,37.1
28.1,0.38,0.81,0.36,0.42,0.83,36.4
31.1,0.34,0.85,0.36,0.68,0.96,30.0
12.6,0.12,0.95,0.3,0.84,0.95,8.9
20.2,0.23,0.62,0.21,0.48,1.0,24.6
30.9,0.13,0.71,0.31,0.33,1.0,28.6
29.5,0.27,0.84,0.32,0.79,0.86,26.7
39.8,0.27,0.56,0.33,0.75,0.73,29.6
39.9,0.34,0.47,0.42,0.43,0.81,39.0
10.6,0.01,0.76,0.11,0.57,0.89,16.4
13.8,0.05,0.91,0.19,0.73,0.84,8.8
19.0,0.09,0.76,0.17,0.64,0.67,11.6
28.9,0.52,0.62,0.21,0.92,0.74,25.7
10.3,0.1,0.58,0.18,0.89,1.0,7.9
11.1,0.23,1.0,0.26,0.81,1.0,14.3
27.0,0.35,0.68,0.23,0.85,0.72,30.8
18.2,0.25,0.94,0.43,0.82,0.87,21.2
55.8,0.61,0.64,0.47,0.9,0.76,52.9
8.1,0.29,1.0,0.06,0.69,0.88,12.6
64.5,0.69,0.46,0.46,0.78,0.63,59.3
13.3,0.0,0.92,0.29,0.61,0.91,12.4
39.0,0.37,0.38,0.47,0.48,0.79,42.3
64.4,0.54,0.05,0.72,0.92,0.64,59.6
15.8,0.02,0.48,0.14,0.63,0.88,18.7
35.8,0.4,0.62,0.36,0.65,0.72,43.0
17.1,0.0,0.68,0.39,0.93,0.89,13.9
31.8,0.33,0.61,0.46,0.89,0.88,33.9
38.3,0.22,0.83,0.34,0.64,0.84,24.9
36.8,0.35,0.71,0.52,0.64,0.82,32.8
5.2,0.13,0.95,0.24,0.79,0.85,7.8
13.7,0.07,0.89,0.18,0.91,0.88,6.1
6.4,0.0,0.83,0.06,0.67,0.98,5.8
23.6,0.2,0.69,0.31,0.89,0.94,21.4
65.0,0.71,0.14,0.67,0.54,0.62,65.2
57.8,0.61,0.54,0.49,0.88,0.97,55.3
23.8,0.23,1.0,0.22,0.81,1.0,26.9
12.1,0.04,1.0,0.11,0.89,0.73,4.1
65.4,0.61,0.35,0.71,0.42,0.78,57.4
62.8,0.7,0.52,0.46,0.69,0.64,52.9
19.0,0.18,0.89,0.32,0.85,0.89,24.0
12.0,0.14,0.91,0.31,0.98,0.97,13.1
23.4,0.2,0.82,0.4,0.79,0.78,22.7
8.4,0.0,0.72,0.25,0.91,1.0,14.2
19.5,0.4,0.73,0.33,0.73,0.86,40.0
4.8,0.13,0.85,0.18,0.82,0.93,2.9
14.2,0.17,0.63,0.22,0.94,0.92,13.6
19.4,0.18,0.89,0.18,0.83,0.74,15.4
48.9,0.63,0.62,0.5,0.74,0.77,35.0
28.0,0.2,0.34,0.22,0.87,0.69,24.7
20.5,0.27,0.79,0.28,0.87,1.0,15.0
18.0,0.18,0.77,0.35,0.52,0.77,29.1
62.4,0.6,0.28,0.57,0.5,0.68,53.6
13.2,0.1,0.62,0.24,0.8,0.74,15.9
2.9,0.16,0.98,0.27,0.8,0.89,17.8
45.5,0.27,0.55,0.51,0.76,0.92,39.6
22.0,0.39,0.72,0.19,0.71,0.88,22.6
17.7,0.28,0.94,0.29,0.5,1.0,14.6
15.9,0.16,0.96,0.22,0.76,0.79,14.0
28.9,0.26,0.43,0.26,0.74,0.84,30.4
43.0,0.43,0.68,0.5,0.61,0.66,41.7
42.4,0.47,0.43,0.41,0.76,0.74,43.0
34.7,0.47,0.61,0.47,0.74,0.79,39.8
48.5,0.53,0.76,0.52,0.83,0.79,39.1
12.8,0.16,0.87,0.12,0.91,0.92,10.7
2.4,0.03,1.0,0.12,0.74,0.94,2.4
52.4,0.34,0.44,0.45,0.48,0.8,49.3
20.2,0.04,0.94,0.19,0.99,0.96,6.4
47.5,0.59,0.52,0.57,0.79,0.91,39.9
7.3,0.12,0.89,0.16,0.71,0.82,18.7
28.8,0.37,0.73,0.39,0.82,0.75,34.6
15.0,0.23,0.68,0.37,0.86,1.0,24.4
26.9,0.33,0.65,0.35,0.35,1.0,30.7
35.8,0.45,0.73,0.33,0.8,0.89,34.1
39.6,0.31,0.73,0.51,0.7,0.87,34.4
22.6,0.28,0.64,0.29,0.85,0.88,19.6
11.8,0.16,1.0,0.25,0.26,0.98,9.8
22.2,0.35,1.0,0.43,0.47,0.96,24.4
55.8,0.2,0.3,0.54,0.7,0.9,35.7
28.3,0.52,0.65,0.3,0.79,0.92,34.8
5.5,0.14,0.94,0.26,0.81,0.95,10.0
19.0,0.22,0.99,0.17,0.89,0.82,16.3
31.1,0.22,0.78,0.49,0.78,0.69,36.9
52.4,0.49,0.43,0.64,0.51,0.75,47.2
60.6,0.64,0.2,0.6,0.86,0.8,65.3
39.3,0.56,0.31,0.32,0.65,0.94,42.5
16.9,0.32,0.87,0.25,0.67,1.0,22.7
15.7,0.22,1.0,0.24,0.6,0.98,18.6
25.9,0.33,0.74,0.27,0.6,0.81,26.0
27.2,0.29,0.79,0.24,0.45,1.0,26.4
17.3,0.07,0.86,0.2,0.68,0.79,15.0
6.7,0.0,0.69,0.21,0.54,0.92,10.7
35.0,0.45,0.89,0.45,0.95,0.78,39.8
16.5,0.24,0.72,0.41,0.76,0.92,25.1
37.0,0.31,0.51,0.32,0.78,0.93,38.6
33.8,0.26,0.73,0.3,0.36,0.83,30.7
50.7,0.57,0.39,0.39,0.49,0.69,54.9
62.4,0.59,0.18,0.72,0.77,0.73,68.0
8.5,0.01,1.0,0.17,0.5,0.86,16.1
11.7,0.15,0.9,0.36,0.65,0.97,16.4
57.9,0.65,0.57,0.67,0.47,0.78,62.3
43.6,0.33,0.51,0.32,0.61,0.7,41.0
11.1,0.08,0.82,0.16,0.64,0.82,27.5
59.3,0.67,0.44,0.51,0.81,0.7,54.1
7.5,0.23,0.98,0.14,0.84,0.88,17.8
9.5,0.12,0.81,0.19,0.82,0.86,9.4
22.5,0.17,0.66,0.31,0.85,0.83,24.2
44.4,0.36,0.69,0.54,0.35,0.86,45.9
19.3,0.19,0.86,0.22,0.5,0.87,28.1
33.7,0.33,0.7,0.33,0.93,0.69,29.7
4.2,0.0,0.66,0.21,0.61,1.0,0.0
69.8,0.53,0.34,0.54,0.69,0.7,57.6
17.5,0.0,0.88,0.26,0.87,0.97,7.8
34.4,0.35,0.61,0.32,0.89,0.85,34.7
29.2,0.4,0.79,0.26,0.76,0.79,26.2
28.5,0.38,0.61,0.44,0.75,0.97,31.8
10.8,0.0,0.94,0.29,0.58,0.79,17.7
4.7,0.0,0.72,0.11,0.52,0.85,6.3
16.1,0.03,0.97,0.24,0.58,0.93,19.0
36.6,0.37,0.52,0.3,0.65,0.85,35.0
17.9,0.27,0.89,0.14,0.66,0.74,20.6
42.5,0.54,0.76,0.47,0.9,0.66,40.8
41.2,0.34,0.74,0.4,0.56,0.79,29.4
6.0,0.07,1.0,0.1,0.39,0.98,17.3
21.7,0.14,0.91,0.19,0.9,1.0,17.9
33.4,0.34,0.89,0.44,0.52,0.68,33.3
14.0,0.08,0.88,0.18,0.79,0.83,9.4
50.3,0.45,0.64,0.62,0.54,0.61,52.1
22.4,0.09,0.6,0.21,0.56,0.67,28.2
7.4,0.0,0.82,0.12,0.99,0.9,2.5
50.6,0.47,0.72,0.61,0.73,0.78,44.7
31.3,0.35,0.65,0.39,0.68,0.79,20.5
28.1,0.3,0.64,0.23,0.96,0.88,28.2
24.2,0.09,0.72,0.33,0.7,0.86,27.9
10.0,0.0,0.79,0.16,0.49,0.83,16.3
16.5,0.16,0.81,0.34,0.48,0.83,14.4
3.1,0.0,0.81,0.04,0.65,1.0,2.9
31.9,0.27,0.6,0.5,0.61,0.92,28.4
20.6,0.09,0.81,0.29,0.47,0.96,18.4
11.5,0.0,1.0,0.3,0.77,0.91,19.0
7.8,0.2,0.92,0.27,0.6,0.88,26.8
12.6,0.17,0.62,0.14,0.92,0.97,14.1
15.7,0.15,0.99,0.37,0.37,0.88,14.6
16.6,0.26,0.95,0.19,0.83,0.87,7.5
52.8,0.53,0.35,0.43,0.38,0.75,49.1
17.3,0.14,0.94,0.28,0.78,0.8,7.3
17.7,0.34,0.8,0.42,0.91,1.0,25.3
44.5,0.62,0.77,0.41,0.57,0.8,50.5
12.1,0.02,1.0,0.37,0.61,1.0,20.4
70.0,0.73,0.36,0.62,0.91,0.61,66.4
16.3,0.18,0.95,0.36,0.9,0.88,28.5
32.8,0.41,0.91,0.39,0.49,0.79,36.4
52.9,0.42,0.62,0.43,0.79,0.64,42.5
30.0,0.43,0.77,0.47,0.89,0.77,34.2
4.2,0.0,0.94,0.05,0.92,0.91,0.0
20.2,0.19,0.63,0.35,0.81,1.0,16.9
34.9,0.23,0.61,0.49,0.49,0.83,33.1
4.9,0.0,0.92,0.28,0.82,0.88,14.1
4.8,0.0,0.95,0.23,0.28,0.99,7.2
52.5,0.43,0.2,0.44,0.77,0.72,45.5
28.1,0.36,0.66,0.36,0.73,0.85,33.3
7.8,0.07,0.88,0.24,0.7,0.75,16.4
16.3,0.36,0.63,0.38,0.74,0.89,23.2
25.0,0.23,0.81,0.22,0.64,0.97,21.5
31.8,0.24,0.82,0.36,0.73,0.88,24.7
11.8,0.07,0.88,0.18,0.73,0.88,25.3
34.9,0.33,0.47,0.37,0.69,0.98,38.7
33.4,0.36,0.65,0.29,0.92,0.8,26.6
23.9,0.2,0.87,0.23,0.79,0.91,22.4
21.3,0.08,0.89,0.38,0.87,0.85,17.5
19.8,0.29,0.8,0.28,0.87,0.77,16.7
30.3,0.43,0.76,0.37,0.53,0.9,40.5
17.2,0.13,0.73,0.39,0.68,1.0,18.8
24.5,0.39,0.87,0.24,0.89,0.86,21.6
19.3,0.14,0.75,0.23,0.85,0.79,16.2
21.5,0.32,0.67,0.24,0.94,0.9,12.7
34.3,0.25,0.8,0.44,0.76,0.78,30.0
40.1,0.64,0.62,0.45,0.55,0.83,49.0
25.5,0.08,0.76,0.32,0.74,0.8,21.7
70.0,0.59,0.38,0.69,0.4,0.62,65.8
24.5,0.46,0.74,0.32,0.84,0.98,30.6
19.2,0.02,0.67,0.38,0.73,0.87,26.0
5.3,0.03,0.91,0.16,0.74,0.99,7.1
19.3,0.14,0.58,0.4,0.87,0.91,21.2
31.1,0.31,0.86,0.25,0.97,1.0,22.5
57.0,0.6,0.26,0.43,0.77,0.77,52.9
27.1,0.25,1.0,0.39,0.93,0.82,18.4
19.4,0.27,0.69,0.25,0.8,0.92,26.9
24.5,0.39,0.85,0.31,0.99,0.81,23.7
62.5,0.57,0.66,0.65,0.59,0.92,61.0
41.4,0.24,0.62,0.35,0.64,0.69,38.2
41.8,0.35,0.53,0.31,0.72,0.75,34.8
22.1,0.25,0.78,0.29,0.39,0.89,26.8
48.7,0.5,0.38,0.61,0.33,0.65,56.2
9.3,0.18,0.6,0.2,0.78,1.0,25.4
50.7,0.69,0.58,0.53,0.87,0.68,43.8
17.6,0.2,0.52,0.19,0.63,0.84,29.7
25.4,0.21,0.54,0.32,0.8,0.97,29.9
17.3,0.1,0.84,0.27,0.73,0.85,21.1
37.0,0.35,0.53,0.33,0.67,0.83,38.7
34.2,0.43,0.73,0.29,0.77,0.85,28.0
37.8,0.32,0.86,0.37,0.86,0.89,35.1
8.3,0.14,0.88,0.07,0.92,1.0,14.6
13.0,0.02,0.78,0.14,0.71,0.73,22.3
28.2,0.28,0.98,0.42,0.77,0.79,27.6
26.5,0.11,0.84,0.38,0.92,0.84,23.3
32.8,0.27,0.81,0.32,0.79,0.95,31.6
8.8,0.24,1.0,0.23,0.78,0.86,15.1
8.3,0.11,0.88,0.31,0.66,0.92,13.0
27.8,0.26,0.67,0.45,0.77,0.86,33.1
70.5,0.73,0.15,0.69,0.42,0.61,69.1
10.6,0.16,1.0,0.11,0.95,1.0,13.6
7.2,0.1,0.99,0.1,0.89,0.92,4.2
23.7,0.26,0.86,0.25,0.91,0.8,19.1
49.8,0.4,0.22,0.55,0.42,0.74,56.3
46.3,0.32,0.68,0.4,0.39,0.94,47.4
21.9,0.29,0.71,0.29,0.92,0.89,29.1
40.4,0.27,0.28,0.53,0.62,0.95,42.6
10.8,0.14,0.7,0.34,0.49,0.99,23.3
51.1,0.61,0.41,0.61,0.76,0.73,55.6
17.8,0.07,0.71,0.16,0.85,1.0,5.0
28.7,0.22,0.72,0.47,0.23,0.93,31.2
28.5,0.27,0.78,0.4,0.54,0.89,37.3
31.6,0.23,0.67,0.41,0.86,0.87,32.6
11.1,0.02,0.82,0.15,0.62,1.0,4.4
72.4,0.67,0.3,0.79,0.43,0.64,68.6
13.6,0.06,0.89,0.1,0.76,1.0,8.4
52.7,0.58,0.66,0.39,0.74,0.67,48.1
37.5,0.38,0.53,0.31,0.66,0.78,38.5
20.4,0.06,0.78,0.35,0.68,0.81,14.7
7.5,0.25,1.0,0.24,0.4,1.0,28.4
20.3,0.17,0.61,0.43,0.83,0.7,20.0
7.8,0.07,0.87,0.16,0.81,0.94,13.2
17.8,0.13,0.68,0.23,0.97,0.84,20.2
13.4,0.13,0.68,0.29,0.76,0.89,23.8
6.9,0.0,0.97,0.1,0.71,0.77,9.8
16.1,0.03,1.0,0.25,0.54,0.85,17.6
54.7,0.51,0.77,0.39,0.63,0.77,34.9
14.4,0.29,0.85,0.28,0.55,0.82,18.8
17.0,0.23,0.91,0.35,0.76,1.0,30.1
7.5,0.2,1.0,0.11,0.58,0.88,7.8
34.0,0.28,0.63,0.33,0.61,0.67,30.4
21.3,0.13,0.98,0.19,0.7,1.0,8.8
26.2,0.21,0.71,0.37,0.53,0.92,29.4
27.1,0.32,0.89,0.36,0.79,0.93,24.2
20.9,0.31,0.74,0.39,0.63,1.0,24.7
51.1,0.48,0.32,0.65,0.83,0.59,46.6
16.8,0.03,0.67,0.41,0.61,1.0,23.5
44.0,0.54,0.32,0.34,0.39,0.59,53.3
12.0,0.23,1.0,0.25,0.48,0.81,19.3
35.6,0.41,0.84,0.49,0.91,0.92,25.7
4.7,0.19,0.85,0.23,0.64,1.0,15.3
17.9,0.0,0.66,0.39,0.78,0.67,28.9
32.2,0.23,0.56,0.36,0.87,0.77,26.5
21.3,0.22,0.81,0.28,0.81,0.79,29.6
66.5,0.56,0.2,0.47,0.66,0.73,58.4
29.8,0.39,0.78,0.21,0.77,0.88,26.6
25.1,0.13,0.7,0.38,0.97,0.92,18.7
29.5,0.43,0.87,0.35,0.89,0.74,32.6
28.0,0.2,0.82,0.39,0.67,0.8,24.0
17.8,0.32,0.65,0.2,0.83,0.95,20.5
18.8,0.11,0.62,0.39,0.58,0.92,21.1
37.5,0.14,0.66,0.53,0.48,0.91,32.9
30.9,0.32,0.66,0.42,0.66,0.73,29.1
8.9,0.16,1.0,0.15,0.66,0.82,15.7
30.3,0.2,0.76,0.28,0.97,0.87,23.8
17.7,0.34,0.75,0.31,0.74,1.0,17.9
27.7,0.41,0.98,0.48,0.79,0.69,26.3
22.8,0.21,0.71,0.33,0.51,0.77,20.3
6.9,0.1,0.73,0.3,0.65,0.91,21.6
35.0,0.35,0.62,0.41,0.74,0.81,35.6
49.1,0.56,0.39,0.55,0.61,0.84,49.4
54.2,0.63,0.61,0.55,0.63,0.61,50.1
11.6,0.0,0.71,0.25,0.69,0.91,13.4
18.3,0.35,0.94,0.35,0.89,0.83,23.3
13.7,0.26,0.82,0.21,0.56,0.99,23.8
15.6,0.05,0.61,0.38,0.67,0.95,27.3
23.5,0.38,0.83,0.42,0.77,0.98,32.5
22.8,0.42,0.95,0.38,0.86,0.95,28.1
50.7,0.34,0.51,0.58,0.3,0.85,35.8
14.0,0.21,0.83,0.22,0.56,0.88,21.4
46.4,0.56,0.81,0.57,0.78,0.92,50.6
32.4,0.36,0.86,0.51,0.61,0.67,37.7
51.1,0.63,0.6,0.6,0.87,0.88,48.4
26.9,0.29,0.43,0.23,0.26,0.77,25.9
18.4,0.23,0.71,0.37,0.56,1.0,20.8
3.0,0.0,0.94,0.16,0.39,1.0,1.1
13.3,0.07,0.94,0.28,0.53,0.88,13.8
